"coin","ym","daily_vol","annualized_vol","monthly_vol"
"Bitcoin","201304",5.872,111.413,32.162
"Bitcoin","201305",4.268,80.98,23.377
"Bitcoin","201306",3.244,61.551,17.768
"Bitcoin","201307",5.572,105.721,30.519
"Bitcoin","201308",2.605,49.426,14.268
"Bitcoin","201309",2.994,56.807,16.399
"Bitcoin","201310",5.244,99.498,28.723
"Bitcoin","201311",9.991,189.566,54.723
"Bitcoin","201312",11.303,214.459,61.909
"Bitcoin","201401",5.177,98.227,28.356
"Bitcoin","201402",4.737,89.878,25.946
"Bitcoin","201403",5.413,102.704,29.648
"Bitcoin","201404",6.103,115.796,33.428
"Bitcoin","201405",3.106,58.932,17.012
"Bitcoin","201406",2.754,52.253,15.084
"Bitcoin","201407",1.347,25.558,7.378
"Bitcoin","201408",2.972,56.39,16.278
"Bitcoin","201409",2.988,56.693,16.366
"Bitcoin","201410",3.232,61.323,17.702
"Bitcoin","201411",3.819,72.46,20.918
"Bitcoin","201412",2.295,43.545,12.57
"Bitcoin","201501",7.372,139.874,40.378
"Bitcoin","201502",3.741,70.98,20.49
"Bitcoin","201503",3.246,61.589,17.779
"Bitcoin","201504",2.418,45.878,13.244
"Bitcoin","201505",1.377,26.127,7.542
"Bitcoin","201506",1.611,30.567,8.824
"Bitcoin","201507",2.483,47.112,13.6
"Bitcoin","201508",4.317,81.909,23.645
"Bitcoin","201509",1.287,24.419,7.049
"Bitcoin","201510",1.917,36.373,10.5
"Bitcoin","201511",4.948,93.882,27.101
"Bitcoin","201512",3.205,60.811,17.555
"Bitcoin","201601",4.259,80.809,23.328
"Bitcoin","201602",1.9,36.05,10.407
"Bitcoin","201603",1.308,24.818,7.164
"Bitcoin","201604",1.218,23.11,6.671
"Bitcoin","201605",2.515,47.719,13.775
"Bitcoin","201606",4.793,90.941,26.252
"Bitcoin","201607",2.42,45.916,13.255
"Bitcoin","201608",2.118,40.186,11.601
"Bitcoin","201609",1.135,21.535,6.217
"Bitcoin","201610",1.351,25.633,7.4
"Bitcoin","201611",1.921,36.448,10.522
"Bitcoin","201612",1.932,36.657,10.582
"Bitcoin","201701",5.047,95.76,27.644
"Bitcoin","201702",2.054,38.972,11.25
"Bitcoin","201703",4.788,90.846,26.225
"Bitcoin","201704",1.65,31.307,9.037
"Bitcoin","201705",4.177,79.253,22.878
"Bitcoin","201706",4.002,75.933,21.92
"Bitcoin","201707",6.444,122.266,35.295
"Bitcoin","201708",3.605,68.4,19.745
"Bitcoin","201709",6.5,123.329,35.602
"Bitcoin","201710",3.576,67.85,19.587
"Bitcoin","201711",4.475,84.907,24.511
"Bitcoin","201712",8.698,165.033,47.641
"Bitcoin","201801",6.379,121.033,34.939
"Bitcoin","201802",6.774,128.528,37.103
"Bitcoin","201803",4.262,80.866,23.344
"Bitcoin","201804",4.505,85.476,24.675
"Bitcoin","201805",2.772,52.595,15.183
"Bitcoin","201806",3.494,66.294,19.137
"Bitcoin","201807",3.276,62.158,17.943
"Bitcoin","201808",2.73,51.798,14.953
"Bitcoin","201809",2.252,42.729,12.335
"Bitcoin","201810",1.419,26.924,7.772
"Bitcoin","201811",4.794,90.96,26.258
"XRP","201308",17.431,330.73,95.474
"XRP","201309",9.751,185.012,53.408
"XRP","201310",9.821,186.34,53.792
"XRP","201311",19.566,371.239,107.167
"XRP","201312",12.76,242.104,69.889
"XRP","201401",4.779,90.675,26.176
"XRP","201402",4.415,83.769,24.182
"XRP","201403",5.115,97.05,28.016
"XRP","201404",6.91,131.108,37.848
"XRP","201405",11.711,222.201,64.144
"XRP","201406",3.897,73.94,21.345
"XRP","201407",8.225,156.058,45.05
"XRP","201408",3.071,58.268,16.821
"XRP","201409",4.348,82.497,23.815
"XRP","201410",2.554,48.459,13.989
"XRP","201411",8.311,157.69,45.521
"XRP","201412",6.956,131.981,38.1
"XRP","201501",5.765,109.383,31.576
"XRP","201502",3.182,60.374,17.429
"XRP","201503",5.013,95.115,27.457
"XRP","201504",3.135,59.482,17.171
"XRP","201505",5.282,100.219,28.931
"XRP","201506",3.46,65.649,18.951
"XRP","201507",2.491,47.263,13.644
"XRP","201508",2.9,55.024,15.884
"XRP","201509",4.577,86.842,25.069
"XRP","201510",3.423,64.947,18.749
"XRP","201511",3.287,62.366,18.004
"XRP","201512",7.845,148.848,42.969
"XRP","201601",4.742,89.973,25.973
"XRP","201602",2.841,53.904,15.561
"XRP","201603",2.257,42.824,12.362
"XRP","201604",3.526,66.901,19.313
"XRP","201605",1.402,26.601,7.679
"XRP","201606",4.679,88.778,25.628
"XRP","201607",2.004,38.023,10.976
"XRP","201608",2.472,46.903,13.54
"XRP","201609",7.91,150.082,43.325
"XRP","201610",3.81,72.29,20.868
"XRP","201611",2.235,42.406,12.242
"XRP","201612",1.754,33.28,9.607
"XRP","201701",2.93,55.593,16.048
"XRP","201702",1.849,35.082,10.127
"XRP","201703",14.245,270.28,78.023
"XRP","201704",34.716,658.69,190.147
"XRP","201705",15.96,302.82,87.417
"XRP","201706",5.038,95.589,27.594
"XRP","201707",7.148,135.624,39.151
"XRP","201708",7.375,139.931,40.395
"XRP","201709",5.69,107.96,31.165
"XRP","201710",5.231,99.251,28.651
"XRP","201711",5.534,105,30.311
"XRP","201712",21.895,415.428,119.924
"XRP","201801",11.617,220.417,63.629
"XRP","201802",8.128,154.218,44.519
"XRP","201803",5.304,100.636,29.051
"XRP","201804",7.112,134.941,38.954
"XRP","201805",4.449,84.414,24.368
"XRP","201806",3.856,73.162,21.12
"XRP","201807",3.051,57.889,16.711
"XRP","201808",6.799,129.002,37.24
"XRP","201809",9.975,189.262,54.635
"XRP","201810",4.891,92.8,26.789
"XRP","201811",4.89,92.781,26.784
"Ethereum","201508",22.552,427.894,123.522
"Ethereum","201509",7.344,139.343,40.225
"Ethereum","201510",10.199,193.512,55.862
"Ethereum","201511",5.875,111.47,32.179
"Ethereum","201512",3.592,68.153,19.674
"Ethereum","201601",7.476,141.847,40.948
"Ethereum","201602",11.544,219.032,63.229
"Ethereum","201603",9.355,177.499,51.239
"Ethereum","201604",6.099,115.72,33.406
"Ethereum","201605",6.196,117.561,33.937
"Ethereum","201606",8.886,168.6,48.671
"Ethereum","201607",6.381,121.071,34.95
"Ethereum","201608",5.522,104.773,30.245
"Ethereum","201609",3.128,59.35,17.133
"Ethereum","201610",2.546,48.307,13.945
"Ethereum","201611",2.665,50.565,14.597
"Ethereum","201612",4.957,94.052,27.151
"Ethereum","201701",4.998,94.83,27.375
"Ethereum","201702",3.672,69.671,20.112
"Ethereum","201703",12.042,228.481,65.957
"Ethereum","201704",6.079,115.341,33.296
"Ethereum","201705",9.614,182.413,52.658
"Ethereum","201706",7.102,134.751,38.899
"Ethereum","201707",9.273,175.943,50.79
"Ethereum","201708",3.918,74.339,21.46
"Ethereum","201709",8.055,152.833,44.119
"Ethereum","201710",2.839,53.866,15.55
"Ethereum","201711",4.744,90.011,25.984
"Ethereum","201712",7.691,145.926,42.125
"Ethereum","201801",7.748,147.008,42.438
"Ethereum","201802",6.924,131.374,37.924
"Ethereum","201803",4.326,82.08,23.694
"Ethereum","201804",5.619,106.613,30.777
"Ethereum","201805",5.04,95.627,27.605
"Ethereum","201806",4.644,88.114,25.436
"Ethereum","201807",3.429,65.061,18.781
"Ethereum","201808",4.285,81.302,23.47
"Ethereum","201809",6.363,120.729,34.852
"Ethereum","201810",3.51,66.598,19.225
"Ethereum","201811",5.637,106.955,30.875
"Stellar","201408",10.795,204.821,59.127
"Stellar","201409",7.265,137.844,39.792
"Stellar","201410",4.505,85.476,24.675
"Stellar","201411",14.007,265.764,76.719
"Stellar","201412",11.856,224.952,64.938
"Stellar","201501",6.924,131.374,37.924
"Stellar","201502",4.836,91.757,26.488
"Stellar","201503",4.73,89.745,25.907
"Stellar","201504",2.774,52.633,15.194
"Stellar","201505",5.715,108.435,31.302
"Stellar","201506",3.456,65.573,18.929
"Stellar","201507",3.221,61.114,17.642
"Stellar","201508",6.094,115.626,33.378
"Stellar","201509",2.617,49.654,14.334
"Stellar","201510",3.676,69.747,20.134
"Stellar","201511",3.875,73.523,21.224
"Stellar","201512",6.037,114.544,33.066
"Stellar","201601",5.709,108.321,31.269
"Stellar","201602",7.389,140.196,40.471
"Stellar","201603",6.017,114.165,32.956
"Stellar","201604",2.956,56.086,16.191
"Stellar","201605",1.566,29.713,8.577
"Stellar","201606",7.908,150.044,43.314
"Stellar","201607",5.367,101.832,29.396
"Stellar","201608",3.116,59.122,17.067
"Stellar","201609",6.638,125.947,36.358
"Stellar","201610",5.061,96.026,27.72
"Stellar","201611",1.775,33.678,9.722
"Stellar","201612",15.189,288.191,83.194
"Stellar","201701",5.366,101.813,29.391
"Stellar","201702",2.567,48.705,14.06
"Stellar","201703",6.082,115.398,33.312
"Stellar","201704",12.935,245.424,70.848
"Stellar","201705",29.864,566.63,163.572
"Stellar","201706",6.6,125.226,36.15
"Stellar","201707",10.33,195.998,56.58
"Stellar","201708",6.329,120.084,34.665
"Stellar","201709",10.049,190.666,55.041
"Stellar","201710",21.307,404.272,116.703
"Stellar","201711",11.545,219.051,63.235
"Stellar","201712",13.063,247.853,71.549
"Stellar","201801",14.976,284.15,82.027
"Stellar","201802",7.282,138.166,39.885
"Stellar","201803",6.287,119.287,34.435
"Stellar","201804",7.706,146.211,42.208
"Stellar","201805",5.471,103.805,29.966
"Stellar","201806",4.593,87.146,25.157
"Stellar","201807",6.01,114.032,32.918
"Stellar","201808",4.697,89.119,25.727
"Stellar","201809",5.665,107.486,31.028
"Stellar","201810",3.547,67.3,19.428
"Stellar","201811",6.346,120.407,34.758
"Bitcoin Cash","201707",7.978,151.372,43.697
"Bitcoin Cash","201708",18.853,357.711,103.262
"Bitcoin Cash","201709",9.206,174.672,50.423
"Bitcoin Cash","201710",6.046,114.715,33.115
"Bitcoin Cash","201711",15.375,291.72,84.212
"Bitcoin Cash","201712",13.218,250.794,72.398
"Bitcoin Cash","201801",9.236,175.241,50.588
"Bitcoin Cash","201802",9.89,187.65,54.17
"Bitcoin Cash","201803",5.548,105.266,30.388
"Bitcoin Cash","201804",7.182,136.269,39.337
"Bitcoin Cash","201805",6.488,123.101,35.536
"Bitcoin Cash","201806",5.728,108.681,31.374
"Bitcoin Cash","201807",4.266,80.942,23.366
"Bitcoin Cash","201808",5.015,95.153,27.468
"Bitcoin Cash","201809",5.883,111.622,32.223
"Bitcoin Cash","201810",3.356,63.676,18.382
"Bitcoin Cash","201811",9.327,176.967,51.086
"EOS","201707",33.787,641.063,185.059
"EOS","201708",4.059,77.014,22.232
"EOS","201709",11.26,213.643,61.674
"EOS","201710",6.091,115.569,33.362
"EOS","201711",10.98,208.331,60.14
"EOS","201712",13.876,263.279,76.002
"EOS","201801",13.066,247.91,71.565
"EOS","201802",8.06,152.928,44.146
"EOS","201803",8.869,168.277,48.578
"EOS","201804",11.553,219.203,63.278
"EOS","201805",6.069,115.151,33.241
"EOS","201806",7.627,144.712,41.775
"EOS","201807",4.832,91.681,26.466
"EOS","201808",6.88,130.539,37.683
"EOS","201809",5.632,106.86,30.848
"EOS","201810",3.049,57.851,16.7
"EOS","201811",4.779,90.675,26.176
"Litecoin","201304",1.3,24.666,7.12
"Litecoin","201305",5.43,103.027,29.741
"Litecoin","201306",6.432,122.039,35.23
"Litecoin","201307",4.133,78.418,22.637
"Litecoin","201308",2.641,50.109,14.465
"Litecoin","201309",2.931,55.612,16.054
"Litecoin","201310",6.633,125.852,36.33
"Litecoin","201311",30.665,581.827,167.959
"Litecoin","201312",16.511,313.274,90.434
"Litecoin","201401",6.815,129.306,37.327
"Litecoin","201402",4.446,84.357,24.352
"Litecoin","201403",7.534,142.948,41.265
"Litecoin","201404",9.228,175.089,50.544
"Litecoin","201405",2.324,44.095,12.729
"Litecoin","201406",2.087,39.598,11.431
"Litecoin","201407",3.762,71.379,20.605
"Litecoin","201408",8.282,157.14,45.362
"Litecoin","201409",3.982,75.553,21.81
"Litecoin","201410",2.511,47.643,13.753
"Litecoin","201411",2.66,50.47,14.569
"Litecoin","201412",2.861,54.284,15.67
"Litecoin","201501",10.534,199.869,57.697
"Litecoin","201502",2.532,48.041,13.868
"Litecoin","201503",2.97,56.352,16.267
"Litecoin","201504",2.589,49.123,14.181
"Litecoin","201505",4.811,91.282,26.351
"Litecoin","201506",8.753,166.076,47.942
"Litecoin","201507",12.164,230.796,66.625
"Litecoin","201508",4.267,80.961,23.371
"Litecoin","201509",3.056,57.984,16.738
"Litecoin","201510",4.484,85.078,24.56
"Litecoin","201511",5.087,96.519,27.863
"Litecoin","201512",2.969,56.333,16.262
"Litecoin","201601",3.966,75.25,21.723
"Litecoin","201602",1.642,31.155,8.994
"Litecoin","201603",1.428,27.094,7.821
"Litecoin","201604",2.561,48.592,14.027
"Litecoin","201605",2.755,52.272,15.09
"Litecoin","201606",5.212,98.891,28.547
"Litecoin","201607",2.967,56.295,16.251
"Litecoin","201608",2.012,38.175,11.02
"Litecoin","201609",1.792,34.001,9.815
"Litecoin","201610",1.315,24.95,7.203
"Litecoin","201611",1.529,29.011,8.375
"Litecoin","201612",5.202,98.701,28.493
"Litecoin","201701",4.81,91.263,26.345
"Litecoin","201702",1.214,23.034,6.649
"Litecoin","201703",12.173,230.966,66.674
"Litecoin","201704",9.333,177.081,51.119
"Litecoin","201705",11.004,208.786,60.271
"Litecoin","201706",8.536,161.959,46.754
"Litecoin","201707",6.884,130.615,37.705
"Litecoin","201708",5.363,101.756,29.374
"Litecoin","201709",9.672,183.513,52.976
"Litecoin","201710",4.368,82.877,23.925
"Litecoin","201711",5.337,101.262,29.232
"Litecoin","201712",14.424,273.676,79.004
"Litecoin","201801",7.456,141.468,40.838
"Litecoin","201802",10.081,191.274,55.216
"Litecoin","201803",4.772,90.542,26.137
"Litecoin","201804",5.677,107.714,31.094
"Litecoin","201805",4.031,76.483,22.079
"Litecoin","201806",4.413,83.731,24.171
"Litecoin","201807",3.521,66.806,19.285
"Litecoin","201808",4.403,83.541,24.116
"Litecoin","201809",4.477,84.945,24.522
"Litecoin","201810",2.874,54.53,15.742
"Litecoin","201811",5.565,105.588,30.481
"Tether","201502",0,0,0
"Tether","201503",12.276,232.921,67.238
"Tether","201504",0,0,0
"Tether","201505",0,0,0
"Tether","201506",0,0,0
"Tether","201507",0,0,0
"Tether","201508",0,0,0
"Tether","201509",0,0,0
"Tether","201510",0,0,0
"Tether","201511",0,0,0
"Tether","201512",0.005,0.095,0.027
"Tether","201601",0.001,0.019,0.005
"Tether","201602",0.004,0.076,0.022
"Tether","201603",0.004,0.076,0.022
"Tether","201604",0.004,0.076,0.022
"Tether","201605",0,0,0
"Tether","201606",0.001,0.019,0.005
"Tether","201607",0.001,0.019,0.005
"Tether","201608",0.888,16.849,4.864
"Tether","201609",0.002,0.038,0.011
"Tether","201610",0,0,0
"Tether","201611",0,0,0
"Tether","201612",0,0,0
"Tether","201701",0,0,0
"Tether","201702",0.007,0.133,0.038
"Tether","201703",0.004,0.076,0.022
"Tether","201704",0.961,18.234,5.264
"Tether","201705",1.26,23.907,6.901
"Tether","201706",1.363,25.861,7.465
"Tether","201707",0.652,12.371,3.571
"Tether","201708",0.917,17.399,5.023
"Tether","201709",1.134,21.516,6.211
"Tether","201710",0.116,2.201,0.635
"Tether","201711",0.631,11.972,3.456
"Tether","201712",1.764,33.47,9.662
"Tether","201801",1.02,19.353,5.587
"Tether","201802",0.828,15.71,4.535
"Tether","201803",0.619,11.745,3.39
"Tether","201804",0.252,4.781,1.38
"Tether","201805",0.099,1.878,0.542
"Tether","201806",0.568,10.777,3.111
"Tether","201807",0.462,8.766,2.53
"Tether","201808",0.378,7.172,2.07
"Tether","201809",0.486,9.221,2.662
"Tether","201810",0.405,7.684,2.218
"Tether","201811",0.895,16.981,4.902
"Bitcoin SV","201811",30.487,578.45,166.984
"Cardano","201710",9.244,175.393,50.631
"Cardano","201711",27.683,525.248,151.626
"Cardano","201712",23.016,436.698,126.064
"Cardano","201801",11.833,224.515,64.812
"Cardano","201802",7.148,135.624,39.151
"Cardano","201803",7.539,143.042,41.293
"Cardano","201804",9.008,170.915,49.339
"Cardano","201805",5.856,111.11,32.075
"Cardano","201806",4.996,94.792,27.364
"Cardano","201807",5.278,100.143,28.909
"Cardano","201808",5.596,106.177,30.651
"Cardano","201809",6.065,115.075,33.219
"Cardano","201810",3.574,67.812,19.576
"Cardano","201811",6.463,122.627,35.399
"Monero","201405",23.103,438.349,126.54
"Monero","201406",15.551,295.059,85.176
"Monero","201407",10.922,207.23,59.822
"Monero","201408",6.748,128.034,36.96
"Monero","201409",5.968,113.235,32.688
"Monero","201410",5.442,103.255,29.807
"Monero","201411",4.943,93.787,27.074
"Monero","201412",7.773,147.482,42.574
"Monero","201501",8.553,162.282,46.847
"Monero","201502",5.826,110.541,31.91
"Monero","201503",10.623,201.557,58.185
"Monero","201504",5.822,110.465,31.888
"Monero","201505",4.97,94.299,27.222
"Monero","201506",3.504,66.484,19.192
"Monero","201507",4.356,82.649,23.859
"Monero","201508",7.957,150.973,43.582
"Monero","201509",2.989,56.712,16.371
"Monero","201510",3.841,72.878,21.038
"Monero","201511",4.976,94.413,27.255
"Monero","201512",6.068,115.132,33.236
"Monero","201601",6.491,123.158,35.553
"Monero","201602",9.086,172.395,49.766
"Monero","201603",10.161,192.791,55.654
"Monero","201604",5.701,108.169,31.226
"Monero","201605",3.57,67.736,19.554
"Monero","201606",5.742,108.947,31.45
"Monero","201607",3.859,73.219,21.137
"Monero","201608",18.477,350.576,101.203
"Monero","201609",9.602,182.185,52.592
"Monero","201610",5.637,106.955,30.875
"Monero","201611",6.673,126.611,36.55
"Monero","201612",5.686,107.884,31.144
"Monero","201701",6.867,130.292,37.612
"Monero","201702",3.058,58.021,16.749
"Monero","201703",7.311,138.716,40.044
"Monero","201704",3.763,71.398,20.611
"Monero","201705",12.204,231.555,66.844
"Monero","201706",6.813,129.268,37.316
"Monero","201707",8.033,152.415,43.999
"Monero","201708",11.211,212.714,61.405
"Monero","201709",8.119,154.047,44.47
"Monero","201710",2.962,56.2,16.224
"Monero","201711",8.017,152.112,43.911
"Monero","201712",10.011,189.945,54.833
"Monero","201801",8.42,159.758,46.118
"Monero","201802",9.287,176.208,50.867
"Monero","201803",6.593,125.093,36.111
"Monero","201804",6.661,126.384,36.484
"Monero","201805",4.061,77.052,22.243
"Monero","201806",5.556,105.418,30.431
"Monero","201807",4.624,87.734,25.327
"Monero","201808",5.54,105.114,30.344
"Monero","201809",5.35,101.509,29.303
"Monero","201810",2.71,51.419,14.843
"Monero","201811",6.105,115.834,33.438
"TRON","201709",28.624,543.102,156.78
"TRON","201710",14.201,269.445,77.782
"TRON","201711",8.054,152.814,44.114
"TRON","201712",30.145,571.961,165.111
"TRON","201801",27.398,519.84,150.065
"TRON","201802",11.16,211.746,61.126
"TRON","201803",9.132,173.268,50.018
"TRON","201804",9.265,175.791,50.746
"TRON","201805",5.94,112.704,32.535
"TRON","201806",5.703,108.207,31.237
"TRON","201807",4.699,89.157,25.737
"TRON","201808",6.72,127.503,36.807
"TRON","201809",5.774,109.554,31.626
"TRON","201810",4.892,92.819,26.795
"TRON","201811",6.98,132.436,38.231
"IOTA","201706",10.632,201.728,58.234
"IOTA","201707",14.012,265.859,76.747
"IOTA","201708",8.868,168.258,48.572
"IOTA","201709",11.123,211.044,60.923
"IOTA","201710",5.775,109.573,31.631
"IOTA","201711",12.911,244.969,70.716
"IOTA","201712",15.808,299.936,86.584
"IOTA","201801",7.606,144.314,41.66
"IOTA","201802",8.176,155.129,44.782
"IOTA","201803",5.445,103.312,29.823
"IOTA","201804",8.257,156.666,45.225
"IOTA","201805",7.554,143.327,41.375
"IOTA","201806",5.965,113.178,32.672
"IOTA","201807",4.708,89.328,25.787
"IOTA","201808",9.361,177.612,51.272
"IOTA","201809",5.307,100.693,29.068
"IOTA","201810",3.928,74.529,21.515
"IOTA","201811",6.094,115.626,33.378
"Dash","201402",69.698,1322.427,381.752
"Dash","201403",8.591,163.003,47.055
"Dash","201404",15.041,285.383,82.383
"Dash","201405",20.089,381.162,110.032
"Dash","201406",8.068,153.08,44.19
"Dash","201407",7.61,144.39,41.682
"Dash","201408",23.792,451.421,130.314
"Dash","201409",7.182,136.269,39.337
"Dash","201410",7.126,135.206,39.031
"Dash","201411",8.013,152.036,43.889
"Dash","201412",3.936,74.68,21.558
"Dash","201501",7.738,146.818,42.383
"Dash","201502",9.086,172.395,49.766
"Dash","201503",7.332,139.115,40.159
"Dash","201504",6.448,122.342,35.317
"Dash","201505",2.788,52.899,15.271
"Dash","201506",2.498,47.396,13.682
"Dash","201507",6.311,119.743,34.567
"Dash","201508",3.409,64.681,18.672
"Dash","201509",2.454,46.561,13.441
"Dash","201510",4.336,82.27,23.749
"Dash","201511",4.152,78.779,22.741
"Dash","201512",5.076,96.31,27.802
"Dash","201601",9.118,173.002,49.941
"Dash","201602",5.795,109.952,31.741
"Dash","201603",5.806,110.161,31.801
"Dash","201604",2.621,49.73,14.356
"Dash","201605",2.278,43.222,12.477
"Dash","201606",3.009,57.092,16.481
"Dash","201607",2.646,50.204,14.493
"Dash","201608",5.488,104.127,30.059
"Dash","201609",2.986,56.655,16.355
"Dash","201610",3.472,65.877,19.017
"Dash","201611",2.454,46.561,13.441
"Dash","201612",3.088,58.591,16.914
"Dash","201701",7.802,148.033,42.733
"Dash","201702",4.809,91.244,26.34
"Dash","201703",10.964,208.027,60.052
"Dash","201704",7.053,133.821,38.631
"Dash","201705",7.607,144.333,41.665
"Dash","201706",6.758,128.224,37.015
"Dash","201707",7.631,144.788,41.797
"Dash","201708",7.806,148.108,42.755
"Dash","201709",7.183,136.288,39.343
"Dash","201710",2.667,50.603,14.608
"Dash","201711",11.84,224.648,64.85
"Dash","201712",9.352,177.442,51.223
"Dash","201801",7.681,145.737,42.071
"Dash","201802",8.188,155.356,44.848
"Dash","201803",4.889,92.762,26.778
"Dash","201804",6.73,127.693,36.862
"Dash","201805",4.203,79.746,23.021
"Dash","201806",3.902,74.035,21.372
"Dash","201807",3.555,67.451,19.472
"Dash","201808",7.738,146.818,42.383
"Dash","201809",4.828,91.605,26.444
"Dash","201810",2.816,53.43,15.424
"Dash","201811",5.557,105.437,30.437
"NEM","201504",11.825,224.364,64.768
"NEM","201505",3.803,72.157,20.83
"NEM","201506",4.915,93.256,26.921
"NEM","201507",6.749,128.053,36.966
"NEM","201508",6.261,118.794,34.293
"NEM","201509",8.237,156.286,45.116
"NEM","201510",7.529,142.853,41.238
"NEM","201511",9.829,186.492,53.836
"NEM","201512",14.622,277.433,80.088
"NEM","201601",12.85,243.812,70.382
"NEM","201602",7.787,147.748,42.651
"NEM","201603",14.528,275.649,79.573
"NEM","201604",4.511,85.59,24.708
"NEM","201605",3.998,75.857,21.898
"NEM","201606",20.154,382.395,110.388
"NEM","201607",6.27,118.965,34.342
"NEM","201608",6.232,118.244,34.134
"NEM","201609",4.204,79.765,23.026
"NEM","201610",6.594,125.112,36.117
"NEM","201611",4.837,91.776,26.493
"NEM","201612",3.664,69.52,20.069
"NEM","201701",5.502,104.393,30.136
"NEM","201702",6.458,122.532,35.372
"NEM","201703",9.97,189.167,54.608
"NEM","201704",9.82,186.321,53.786
"NEM","201705",17.429,330.692,95.463
"NEM","201706",5.031,95.457,27.556
"NEM","201707",11.031,209.299,60.419
"NEM","201708",6.118,116.081,33.51
"NEM","201709",9.978,189.319,54.652
"NEM","201710",3.784,71.796,20.726
"NEM","201711",5.651,107.22,30.952
"NEM","201712",32.578,618.124,178.437
"NEM","201801",14.144,268.364,77.47
"NEM","201802",8.944,169.7,48.988
"NEM","201803",8.042,152.586,44.048
"NEM","201804",7.131,135.301,39.058
"NEM","201805",4.902,93.009,26.849
"NEM","201806",5.023,95.305,27.512
"NEM","201807",5.296,100.485,29.007
"NEM","201808",4.819,91.434,26.395
"NEM","201809",5.221,99.062,28.597
"NEM","201810",3.229,61.266,17.686
"NEM","201811",6.193,117.504,33.92
"Binance Coin","201707",2.473,46.922,13.545
"Binance Coin","201708",23.737,450.378,130.013
"Binance Coin","201709",15.584,295.686,85.357
"Binance Coin","201710",8.604,163.249,47.126
"Binance Coin","201711",7.77,147.425,42.558
"Binance Coin","201712",12.034,228.329,65.913
"Binance Coin","201801",17.167,325.721,94.028
"Binance Coin","201802",9.124,173.116,49.974
"Binance Coin","201803",7.8,147.995,42.722
"Binance Coin","201804",5.915,112.229,32.398
"Binance Coin","201805",5.93,112.514,32.48
"Binance Coin","201806",5.08,96.386,27.824
"Binance Coin","201807",3.921,74.396,21.476
"Binance Coin","201808",5.179,98.265,28.367
"Binance Coin","201809",3.152,59.805,17.264
"Binance Coin","201810",2.86,54.265,15.665
"Binance Coin","201811",5.292,100.409,28.985
"NEO","201609",9.6,182.147,52.581
"NEO","201610",18.879,358.204,103.405
"NEO","201611",4.984,94.565,27.298
"NEO","201612",8.941,169.644,48.972
"NEO","201701",5.687,107.903,31.149
"NEO","201702",3.533,67.034,19.351
"NEO","201703",6.724,127.579,36.829
"NEO","201704",8.014,152.055,43.894
"NEO","201705",22.665,430.038,124.141
"NEO","201706",28.516,541.053,156.189
"NEO","201707",9.604,182.223,52.603
"NEO","201708",16.366,310.523,89.64
"NEO","201709",14.975,284.131,82.021
"NEO","201710",5.474,103.862,29.982
"NEO","201711",10.084,191.33,55.232
"NEO","201712",10.455,198.37,57.264
"NEO","201801",10.531,199.812,57.681
"NEO","201802",9.67,183.475,52.965
"NEO","201803",5.429,103.008,29.736
"NEO","201804",7.736,146.78,42.372
"NEO","201805",4.665,88.512,25.551
"NEO","201806",4.723,89.613,25.869
"NEO","201807",5.8,110.047,31.768
"NEO","201808",8.098,153.649,44.355
"NEO","201809",5.296,100.485,29.007
"NEO","201810",3.086,58.553,16.903
"NEO","201811",6.571,124.676,35.991
"Ethereum Classic","201607",118.773,2253.559,650.547
"Ethereum Classic","201608",7.339,139.248,40.197
"Ethereum Classic","201609",2.809,53.297,15.386
"Ethereum Classic","201610",4.917,93.294,26.932
"Ethereum Classic","201611",3.857,73.181,21.126
"Ethereum Classic","201612",7.493,142.17,41.041
"Ethereum Classic","201701",6.18,117.257,33.849
"Ethereum Classic","201702",3.103,58.875,16.996
"Ethereum Classic","201703",8.715,165.355,47.734
"Ethereum Classic","201704",6.406,121.545,35.087
"Ethereum Classic","201705",13.966,264.986,76.495
"Ethereum Classic","201706",7.101,134.732,38.894
"Ethereum Classic","201707",8.35,158.43,45.735
"Ethereum Classic","201708",2.893,54.891,15.846
"Ethereum Classic","201709",10.138,192.355,55.528
"Ethereum Classic","201710",2.248,42.653,12.313
"Ethereum Classic","201711",12.342,234.173,67.6
"Ethereum Classic","201712",7.843,148.81,42.958
"Ethereum Classic","201801",9.538,180.971,52.242
"Ethereum Classic","201802",10.883,206.49,59.609
"Ethereum Classic","201803",6.103,115.796,33.428
"Ethereum Classic","201804",6.38,121.052,34.945
"Ethereum Classic","201805",4.879,92.573,26.723
"Ethereum Classic","201806",6.566,124.581,35.963
"Ethereum Classic","201807",3.636,68.988,19.915
"Ethereum Classic","201808",5.572,105.721,30.519
"Ethereum Classic","201809",4.192,79.538,22.961
"Ethereum Classic","201810",3.208,60.868,17.571
"Ethereum Classic","201811",5.65,107.201,30.946
"Zcash","201610",131.208,2489.497,718.656
"Zcash","201611",16.573,314.451,90.774
"Zcash","201612",8.234,156.229,45.099
"Zcash","201701",4.748,90.087,26.006
"Zcash","201702",5.757,109.231,31.532
"Zcash","201703",8.979,170.365,49.18
"Zcash","201704",4.654,88.303,25.491
"Zcash","201705",13.724,260.395,75.169
"Zcash","201706",6.288,119.306,34.441
"Zcash","201707",8.073,153.174,44.218
"Zcash","201708",6.916,131.222,37.88
