"coin","ym","daily_vol","annualized_vol","monthly_vol"
"Polymath","201806",7.074,134.22,38.746
"Polymath","201807",7.147,135.605,39.146
"Polymath","201808",8.29,157.292,45.406
"Polymath","201809",6.074,115.246,33.269
"Polymath","201810",4.933,93.597,27.019
"Polymath","201811",7.166,135.965,39.25
"Mithril","201803",56.423,1070.551,309.041
"Mithril","201804",31.372,595.242,171.832
"Mithril","201805",7.8,147.995,42.722
"Mithril","201806",7.784,147.691,42.635
"Mithril","201807",9.035,171.427,49.487
"Mithril","201808",4.541,86.159,24.872
"Mithril","201809",5.354,101.585,29.325
"Mithril","201810",3.934,74.642,21.547
"Mithril","201811",7.508,142.454,41.123
"Centrality","201803",15.57,295.42,85.28
"Centrality","201804",10.041,190.515,54.997
"Centrality","201805",6.135,116.403,33.603
"Centrality","201806",12.527,237.683,68.613
"Centrality","201807",5.873,111.432,32.168
"Centrality","201808",5.73,108.719,31.385
"Centrality","201809",7.532,142.91,41.254
"Centrality","201810",6.654,126.251,36.445
"Centrality","201811",11.495,218.102,62.961
"Linkey","201808",4.239,80.429,23.218
"Linkey","201809",4.212,79.917,23.07
"Linkey","201810",4.611,87.488,25.255
"Linkey","201811",6.229,118.187,34.118
"CyberMiles","201712",12.633,239.694,69.194
"CyberMiles","201801",17.647,334.828,96.657
"CyberMiles","201802",9.725,184.519,53.266
"CyberMiles","201803",6.681,126.763,36.593
"CyberMiles","201804",7.791,147.824,42.673
"CyberMiles","201805",9.626,182.641,52.724
"CyberMiles","201806",7.154,135.738,39.184
"CyberMiles","201807",7.658,145.3,41.945
"CyberMiles","201808",9.264,175.772,50.741
"CyberMiles","201809",5.782,109.706,31.669
"CyberMiles","201810",6.484,123.025,35.514
"CyberMiles","201811",7.428,140.936,40.685
"DigixDAO","201604",22.347,424.005,122.4
"DigixDAO","201605",12.212,231.706,66.888
"DigixDAO","201606",9.578,181.73,52.461
"DigixDAO","201607",4.095,77.697,22.429
"DigixDAO","201608",5.604,106.328,30.694
"DigixDAO","201609",8.528,161.807,46.71
"DigixDAO","201610",3.752,71.189,20.551
"DigixDAO","201611",6.25,118.585,34.233
"DigixDAO","201612",5.6,106.253,30.672
"DigixDAO","201701",5.448,103.369,29.84
"DigixDAO","201702",9.252,175.544,50.675
"DigixDAO","201703",11.578,219.677,63.415
"DigixDAO","201704",5.54,105.114,30.344
"DigixDAO","201705",11.112,210.835,60.863
"DigixDAO","201706",5.831,110.635,31.938
"DigixDAO","201707",9.018,171.105,49.394
"DigixDAO","201708",5.477,103.919,29.999
"DigixDAO","201709",10.349,196.358,56.684
"DigixDAO","201710",5.412,102.685,29.643
"DigixDAO","201711",7.217,136.933,39.529
"DigixDAO","201712",9.883,187.517,54.131
"DigixDAO","201801",8.451,160.346,46.288
"DigixDAO","201802",20.091,381.2,110.043
"DigixDAO","201803",7.674,145.604,42.032
"DigixDAO","201804",5.213,98.91,28.553
"DigixDAO","201805",5.799,110.028,31.762
"DigixDAO","201806",7.764,147.312,42.525
"DigixDAO","201807",3.799,72.081,20.808
"DigixDAO","201808",6.352,120.521,34.791
"DigixDAO","201809",6.441,122.209,35.279
"DigixDAO","201810",5.769,109.459,31.598
"DigixDAO","201811",6.141,116.517,33.636
"aelf","201712",16.374,310.675,89.684
"aelf","201801",16.079,305.078,88.068
"aelf","201802",9.049,171.693,49.563
"aelf","201803",8.531,161.864,46.726
"aelf","201804",11.693,221.859,64.045
"aelf","201805",6.658,126.327,36.467
"aelf","201806",6.811,129.23,37.305
"aelf","201807",8.055,152.833,44.119
"aelf","201808",9.114,172.926,49.919
"aelf","201809",5.99,113.652,32.809
"aelf","201810",4.149,78.722,22.725
"aelf","201811",8.635,163.838,47.296
"Crypto.com","201707",16.074,304.983,88.041
"Crypto.com","201708",39.851,756.12,218.273
"Crypto.com","201709",14.395,273.126,78.845
"Crypto.com","201710",9.206,174.672,50.423
"Crypto.com","201711",10.121,192.032,55.435
"Crypto.com","201712",19.466,369.341,106.62
"Crypto.com","201801",9.476,179.794,51.902
"Crypto.com","201802",10.363,196.624,56.76
"Crypto.com","201803",7.902,149.93,43.281
"Crypto.com","201804",13.286,252.084,72.77
"Crypto.com","201805",6.36,120.673,34.835
"Crypto.com","201806",8.434,160.024,46.195
"Crypto.com","201807",6.882,130.577,37.694
"Crypto.com","201808",4.792,90.922,26.247
"Crypto.com","201809",5.934,112.59,32.502
"Crypto.com","201810",5.042,95.665,27.616
"Crypto.com","201811",6.739,127.864,36.911
